29.64860788,-95.37036292
29.77858167,-95.34183496
29.60541165,-95.46728497
29.80898568,-95.35428769
29.815266,-95.47992461
29.82686219,-95.34716456
29.68088341,-95.32878102
29.60292826,-95.4100941
29.83379175,-95.38854229
29.78650472,-95.33838664
29.64461705,-95.35963445
29.65694251,-95.37277487
30.03174018,-95.11022958
29.76205618,-95.29851745
29.78142744,-95.40039832
29.67637245,-95.37517488
29.61772687,-95.34723205
29.77433492,-95.33367921
29.66136553,-95.32854464
29.8174362,-95.38479776
29.81935875,-95.47375496
29.69482083,-95.33532006
29.81654924,-95.38500969
29.80184746,-95.40358726
29.65728183,-95.4355046
29.69934737,-95.34925188
29.83341635,-95.3915991
29.83292585,-95.30791467
29.76397887,-95.37935629
29.81529818,-95.38587948
29.69934737,-95.34925188
29.86717219,-95.4359893
29.58627138,-95.47064977
29.81803422,-95.38602661
29.66058154,-95.35549928
29.70334216,-95.58171955
29.68586465,-95.3538702
29.86769361,-95.34042035
29.73533736,-95.40474516
29.73515708,-95.40623473
29.70794561,-95.29681387
29.88927356,-95.37092226
29.76163304,-95.30432899
29.76671215,-95.33377846
29.82178975,-95.38615182
29.69496568,-95.34852393
29.79024514,-95.31040202
29.72843487,-95.3653478
29.69652548,-95.53776546
29.76397887,-95.37935629
29.77081306,-95.3247604
29.69191396,-95.26585026
29.88768408,-95.45670234
29.74820327,-95.3864974
29.89040465,-95.32490693
29.74895352,-95.29769012
29.6653692,-95.32176612
29.71494325,-95.35384948
29.82256175,-95.38541366
29.59911506,-95.42147405
29.6653692,-95.32176612
29.58318147,-95.46235661
29.8552016,-95.32276165
29.7027659,-95.36414387
29.68592258,-95.36746215
29.68914229,-95.34026145
29.85683116,-95.44717371
29.82140326,-95.38642773
29.70167647,-95.53454189
29.87483734,-95.43360911
29.84462744,-95.37171937
29.87748526,-95.28617904
29.6602006,-95.52081189
29.65556363,-95.35377557
29.6412708,-95.4698106
29.69691476,-95.37256611
29.7733769,-95.32035491
29.65823182,-95.36981963
29.69957341,-95.3705979
29.60631382,-95.24743211
29.67955407,-95.24964139
29.68949118,-95.36154175
30.03174018,-95.11022958
